MCS,Contact Energy,Migration Coefficient,Proliferative Probability,Phenotype,Probability
100,-2,18,0.8,No invasion,0.666666667
100,-2,18,0.9,Bulk invasion,0.416666667
100,-2,18,0.9,No invasion,0.5
100,-2,18,0.9,Single cell invasion,0.083333333
100,-2,18,1,Bulk invasion,0.166666667
100,-2,18,1,No invasion,0.833333333
100,-2,21,0,Bulk invasion,0.333333333
100,-2,21,0,No invasion,0.666666667
100,-2,21,0.1,Bulk invasion,0.75
100,-2,21,0.1,No invasion,0.25
100,-2,21,0.2,Bulk invasion,0.416666667
100,-2,21,0.2,No invasion,0.583333333
100,-2,21,0.3,Bulk invasion,0.583333333
100,-2,21,0.3,No invasion,0.416666667
100,-2,21,0.4,Bulk invasion,0.5
100,-2,21,0.4,No invasion,0.5
100,-2,21,0.5,Bulk invasion,0.333333333
100,-2,21,0.5,No invasion,0.666666667
100,-2,21,0.6,Bulk invasion,0.666666667
100,-2,21,0.6,Multimodal invasion,0.083333333
100,-2,21,0.6,No invasion,0.25
100,-2,21,0.7,Bulk invasion,0.583333333
100,-2,21,0.7,No invasion,0.416666667
100,-2,21,0.8,Bulk invasion,0.416666667
100,-2,21,0.8,No invasion,0.583333333
100,-2,21,0.9,Bulk invasion,0.5
100,-2,21,0.9,Multimodal invasion,0.083333333
100,-2,21,0.9,No invasion,0.416666667
100,-2,21,1,Bulk invasion,0.333333333
100,-2,21,1,No invasion,0.583333333
100,-2,21,1,Single cell invasion,0.083333333
100,-2,24,0,Bulk invasion,0.75
100,-2,24,0,No invasion,0.25
100,-2,24,0.1,Bulk invasion,0.75
100,-2,24,0.1,Multimodal invasion,0.083333333
100,-2,24,0.1,No invasion,0.166666667
100,-2,24,0.2,Bulk invasion,0.75
100,-2,24,0.2,Multimodal invasion,0.083333333
100,-2,24,0.2,No invasion,0.166666667
100,-2,24,0.3,Bulk invasion,0.75
100,-2,24,0.3,No invasion,0.25
100,-2,24,0.4,Bulk invasion,0.5
100,-2,24,0.4,No invasion,0.416666667
100,-2,24,0.4,Single cell invasion,0.083333333
100,-2,24,0.5,Bulk invasion,0.666666667
100,-2,24,0.5,No invasion,0.333333333
100,-2,24,0.6,Bulk invasion,0.583333333
100,-2,24,0.6,Multimodal invasion,0.083333333
100,-2,24,0.6,No invasion,0.333333333
100,-2,24,0.7,Bulk invasion,0.916666667
100,-2,24,0.7,No invasion,0.083333333
100,-2,24,0.8,Bulk invasion,0.75
100,-2,24,0.8,No invasion,0.25
100,-2,24,0.9,Bulk invasion,0.666666667
100,-2,24,0.9,No invasion,0.333333333
100,-2,24,1,Bulk invasion,0.583333333
100,-2,24,1,No invasion,0.416666667
100,-2,27,0,Bulk invasion,0.833333333
100,-2,27,0,No invasion,0.166666667
100,-2,27,0.1,Bulk invasion,0.916666667
100,-2,27,0.1,No invasion,0.083333333
100,-2,27,0.2,Bulk invasion,0.75
100,-2,27,0.2,Multimodal invasion,0.166666667
100,-2,27,0.2,No invasion,0.083333333
100,-2,27,0.3,Bulk invasion,0.833333333
100,-2,27,0.3,Multimodal invasion,0.083333333
100,-2,27,0.3,No invasion,0.083333333
100,-2,27,0.4,Bulk invasion,0.833333333
100,-2,27,0.4,No invasion,0.166666667
100,-2,27,0.5,Bulk invasion,0.833333333
100,-2,27,0.5,Multimodal invasion,0.166666667
100,-2,27,0.6,Bulk invasion,0.833333333
100,-2,27,0.6,Multimodal invasion,0.083333333
100,-2,27,0.6,No invasion,0.083333333
100,-2,27,0.7,Bulk invasion,0.666666667
100,-2,27,0.7,Multimodal invasion,0.166666667
100,-2,27,0.7,No invasion,0.166666667
100,-2,27,0.8,Bulk invasion,0.833333333
100,-2,27,0.8,No invasion,0.166666667
100,-2,27,0.9,Bulk invasion,0.916666667
100,-2,27,0.9,Multimodal invasion,0.083333333
100,-2,27,1,Bulk invasion,0.916666667
100,-2,27,1,No invasion,0.083333333
100,-2,30,0,Bulk invasion,0.916666667
100,-2,30,0,No invasion,0.083333333
100,-2,30,0.1,Bulk invasion,0.916666667
100,-2,30,0.1,Single cell invasion,0.083333333
100,-2,30,0.2,Bulk invasion,0.833333333
100,-2,30,0.2,No invasion,0.166666667
100,-2,30,0.3,Bulk invasion,0.916666667
100,-2,30,0.3,Multimodal invasion,0.083333333
100,-2,30,0.4,Bulk invasion,0.75
100,-2,30,0.4,Multimodal invasion,0.083333333
100,-2,30,0.4,No invasion,0.166666667
100,-2,30,0.5,Bulk invasion,0.666666667
100,-2,30,0.5,Multimodal invasion,0.166666667
100,-2,30,0.5,No invasion,0.166666667
100,-2,30,0.6,Bulk invasion,0.75
100,-2,30,0.6,Multimodal invasion,0.083333333
100,-2,30,0.6,No invasion,0.166666667
100,-2,30,0.7,Bulk invasion,0.833333333
100,-2,30,0.7,Multimodal invasion,0.083333333
100,-2,30,0.7,No invasion,0.083333333
100,-2,30,0.8,Bulk invasion,0.833333333
100,-2,30,0.8,Multimodal invasion,0.083333333
100,-2,30,0.8,No invasion,0.083333333
100,-2,30,0.9,Bulk invasion,0.833333333
100,-2,30,0.9,Multimodal invasion,0.083333333
100,-2,30,0.9,No invasion,0.083333333
100,-2,30,1,Bulk invasion,0.916666667
100,-2,30,1,Multimodal invasion,0.083333333
100,-1,0,0,No invasion,1
100,-1,0,0.1,No invasion,1
100,-1,0,0.2,No invasion,1
100,-1,0,0.3,No invasion,1
100,-1,0,0.4,No invasion,1
100,-1,0,0.5,No invasion,1
100,-1,0,0.6,No invasion,1
100,-1,0,0.7,No invasion,1
100,-1,0,0.8,No invasion,1
100,-1,0,0.9,No invasion,1
100,-1,0,1,No invasion,1
100,-1,3,0,No invasion,1
100,-1,3,0.1,No invasion,1
100,-1,3,0.2,No invasion,1
100,-1,3,0.3,No invasion,1
100,-1,3,0.4,No invasion,1
100,-1,3,0.5,No invasion,1
100,-1,3,0.6,No invasion,1
100,-1,3,0.7,No invasion,1
100,-1,3,0.8,No invasion,1
100,-1,3,0.9,No invasion,1
100,-1,3,1,No invasion,1
100,-1,6,0,No invasion,1
100,-1,6,0.1,No invasion,1
100,-1,6,0.2,No invasion,1
100,-1,6,0.3,No invasion,1
100,-1,6,0.4,No invasion,1
100,-1,6,0.5,No invasion,1
100,-1,6,0.6,No invasion,1
100,-1,6,0.7,No invasion,1
100,-1,6,0.8,No invasion,1
100,-1,6,0.9,No invasion,1
100,-1,6,1,No invasion,1
100,-1,9,0,No invasion,1
100,-1,9,0.1,No invasion,1
100,-1,9,0.2,No invasion,1
100,-1,9,0.3,No invasion,1
100,-1,9,0.4,No invasion,1
100,-1,9,0.5,No invasion,1
100,-1,9,0.6,No invasion,1
100,-1,9,0.7,No invasion,1
100,-1,9,0.8,No invasion,1
100,-1,9,0.9,No invasion,1
100,-1,9,1,No invasion,1
100,-1,12,0,Bulk invasion,0.166666667
100,-1,12,0,No invasion,0.833333333
100,-1,12,0.1,No invasion,1
100,-1,12,0.2,No invasion,1
100,-1,12,0.3,No invasion,1
100,-1,12,0.4,Bulk invasion,0.083333333
100,-1,12,0.4,No invasion,0.916666667
100,-1,12,0.5,Bulk invasion,0.083333333
100,-1,12,0.5,No invasion,0.916666667
100,-1,12,0.6,No invasion,1
100,-1,12,0.7,Bulk invasion,0.083333333
100,-1,12,0.7,No invasion,0.916666667
100,-1,12,0.8,Bulk invasion,0.083333333
100,-1,12,0.8,No invasion,0.916666667
100,-1,12,0.9,No invasion,1
100,-1,12,1,Bulk invasion,0.083333333
100,-1,12,1,No invasion,0.916666667
100,-1,15,0,Bulk invasion,0.166666667
100,-1,15,0,No invasion,0.833333333
100,-1,15,0.1,Bulk invasion,0.083333333
100,-1,15,0.1,No invasion,0.916666667
100,-1,15,0.2,Bulk invasion,0.083333333
100,-1,15,0.2,No invasion,0.916666667
100,-1,15,0.3,Bulk invasion,0.083333333
100,-1,15,0.3,No invasion,0.916666667
100,-1,15,0.4,Bulk invasion,0.25
100,-1,15,0.4,No invasion,0.75
100,-1,15,0.5,Bulk invasion,0.166666667
100,-1,15,0.5,No invasion,0.833333333
100,-1,15,0.6,Bulk invasion,0.166666667
100,-1,15,0.6,No invasion,0.833333333
100,-1,15,0.7,Bulk invasion,0.25
100,-1,15,0.7,No invasion,0.75
100,-1,15,0.8,Bulk invasion,0.083333333
100,-1,15,0.8,No invasion,0.916666667
100,-1,15,0.9,Bulk invasion,0.25
100,-1,15,0.9,No invasion,0.75
100,-1,15,1,Bulk invasion,0.083333333
100,-1,15,1,No invasion,0.916666667
100,-1,18,0,Bulk invasion,0.333333333
100,-1,18,0,No invasion,0.666666667
100,-1,18,0.1,Bulk invasion,0.583333333
100,-1,18,0.1,No invasion,0.416666667
100,-1,18,0.2,Bulk invasion,0.25
100,-1,18,0.2,No invasion,0.75
100,-1,18,0.3,Bulk invasion,0.333333333
100,-1,18,0.3,No invasion,0.666666667
100,-1,18,0.4,Bulk invasion,0.333333333
100,-1,18,0.4,No invasion,0.666666667
100,-1,18,0.5,Bulk invasion,0.25
100,-1,18,0.5,Multimodal invasion,0.083333333
100,-1,18,0.5,No invasion,0.666666667
100,-1,18,0.6,Bulk invasion,0.333333333
100,-1,18,0.6,No invasion,0.666666667
100,-1,18,0.7,Bulk invasion,0.166666667
100,-1,18,0.7,Multimodal invasion,0.083333333
100,-1,18,0.7,No invasion,0.666666667
100,-1,18,0.7,Single cell invasion,0.083333333
100,-1,18,0.8,Bulk invasion,0.25
100,-1,18,0.8,No invasion,0.666666667
100,-1,18,0.8,Single cell invasion,0.083333333
100,-1,18,0.9,Bulk invasion,0.333333333
100,-1,18,0.9,No invasion,0.666666667
100,-1,18,1,Bulk invasion,0.5
100,-1,18,1,No invasion,0.5
100,-1,21,0,Bulk invasion,0.583333333
100,-1,21,0,No invasion,0.416666667
100,-1,21,0.1,Bulk invasion,0.75
100,-1,21,0.1,No invasion,0.25
100,-1,21,0.2,Bulk invasion,0.5
100,-1,21,0.2,Multimodal invasion,0.083333333
100,-1,21,0.2,No invasion,0.333333333
100,-1,21,0.2,Single cell invasion,0.083333333
100,-1,21,0.3,Bulk invasion,0.416666667
100,-1,21,0.3,No invasion,0.583333333
100,-1,21,0.4,Bulk invasion,0.583333333
100,-1,21,0.4,No invasion,0.416666667
100,-1,21,0.5,Bulk invasion,0.583333333
100,-1,21,0.5,Multimodal invasion,0.166666667
100,-1,21,0.5,No invasion,0.25
100,-1,21,0.6,Bulk invasion,0.583333333
100,-1,21,0.6,No invasion,0.416666667
100,-1,21,0.7,Bulk invasion,0.583333333
100,-1,21,0.7,No invasion,0.416666667
100,-1,21,0.8,Bulk invasion,0.583333333
100,-1,21,0.8,Multimodal invasion,0.166666667
100,-1,21,0.8,No invasion,0.25
100,-1,21,0.9,Bulk invasion,0.666666667
100,-1,21,0.9,Multimodal invasion,0.083333333
100,-1,21,0.9,No invasion,0.25
100,-1,21,1,Bulk invasion,0.75
100,-1,21,1,No invasion,0.25
100,-1,24,0,Bulk invasion,0.833333333
100,-1,24,0,Multimodal invasion,0.083333333
100,-1,24,0,No invasion,0.083333333
100,-1,24,0.1,Bulk invasion,0.833333333
100,-1,24,0.1,No invasion,0.083333333
100,-1,24,0.1,Single cell invasion,0.083333333
100,-1,24,0.2,Bulk invasion,0.75
100,-1,24,0.2,Multimodal invasion,0.083333333
100,-1,24,0.2,No invasion,0.166666667
100,-1,24,0.3,Bulk invasion,0.833333333
100,-1,24,0.3,Multimodal invasion,0.083333333
100,-1,24,0.3,No invasion,0.083333333
100,-1,24,0.4,Bulk invasion,0.5
100,-1,24,0.4,Multimodal invasion,0.25
100,-1,24,0.4,No invasion,0.25
100,-1,24,0.5,Bulk invasion,0.833333333
100,-1,24,0.5,No invasion,0.166666667
100,-1,24,0.6,Bulk invasion,0.583333333
100,-1,24,0.6,Multimodal invasion,0.083333333
100,-1,24,0.6,No invasion,0.333333333
100,-1,24,0.7,Bulk invasion,0.583333333
100,-1,24,0.7,Multimodal invasion,0.166666667
100,-1,24,0.7,No invasion,0.166666667
100,-1,24,0.7,Single cell invasion,0.083333333
100,-1,24,0.8,Bulk invasion,0.583333333
100,-1,24,0.8,Multimodal invasion,0.083333333
100,-1,24,0.8,No invasion,0.25
100,-1,24,0.8,Single cell invasion,0.083333333
100,-1,24,0.9,Bulk invasion,0.833333333
100,-1,24,0.9,Multimodal invasion,0.083333333
100,-1,24,0.9,No invasion,0.083333333
100,-1,24,1,Bulk invasion,0.833333333
100,-1,24,1,No invasion,0.166666667
100,-1,27,0,Bulk invasion,0.5
100,-1,27,0,Multimodal invasion,0.416666667
100,-1,27,0,No invasion,0.083333333
100,-1,27,0.1,Bulk invasion,0.583333333
100,-1,27,0.1,Multimodal invasion,0.166666667
100,-1,27,0.1,No invasion,0.25
100,-1,27,0.2,Bulk invasion,0.916666667
100,-1,27,0.2,Multimodal invasion,0.083333333
100,-1,27,0.3,Bulk invasion,0.75
100,-1,27,0.3,Multimodal invasion,0.166666667
100,-1,27,0.3,Single cell invasion,0.083333333
100,-1,27,0.4,Bulk invasion,0.916666667
100,-1,27,0.4,No invasion,0.083333333
100,-1,27,0.5,Bulk invasion,0.75
100,-1,27,0.5,Multimodal invasion,0.083333333
100,-1,27,0.5,No invasion,0.083333333
100,-1,27,0.5,Single cell invasion,0.083333333
100,-1,27,0.6,Bulk invasion,0.833333333
100,-1,27,0.6,Multimodal invasion,0.083333333
100,-1,27,0.6,No invasion,0.083333333
100,-1,27,0.7,Bulk invasion,0.583333333
100,-1,27,0.7,Multimodal invasion,0.25
100,-1,27,0.7,No invasion,0.166666667
100,-1,27,0.8,Bulk invasion,0.75
100,-1,27,0.8,Multimodal invasion,0.166666667
100,-1,27,0.8,No invasion,0.083333333
100,-1,27,0.9,Bulk invasion,0.75
100,-1,27,0.9,No invasion,0.25
100,-1,27,1,Bulk invasion,0.666666667
100,-1,27,1,Multimodal invasion,0.083333333
100,-1,27,1,No invasion,0.166666667
100,-1,27,1,Single cell invasion,0.083333333
100,-1,30,0,Bulk invasion,0.75
100,-1,30,0,Multimodal invasion,0.25
100,-1,30,0.1,Bulk invasion,0.583333333
100,-1,30,0.1,Multimodal invasion,0.333333333
100,-1,30,0.1,No invasion,0.083333333
100,-1,30,0.2,Bulk invasion,0.666666667
100,-1,30,0.2,Multimodal invasion,0.333333333
100,-1,30,0.3,Bulk invasion,0.833333333
100,-1,30,0.3,Multimodal invasion,0.166666667
100,-1,30,0.4,Bulk invasion,0.666666667
100,-1,30,0.4,Multimodal invasion,0.333333333
100,-1,30,0.5,Bulk invasion,0.75
100,-1,30,0.5,Multimodal invasion,0.25
100,-1,30,0.6,Bulk invasion,0.833333333
100,-1,30,0.6,Multimodal invasion,0.083333333
100,-1,30,0.6,No invasion,0.083333333
100,-1,30,0.7,Bulk invasion,0.75
100,-1,30,0.7,Multimodal invasion,0.25
100,-1,30,0.8,Bulk invasion,0.75
100,-1,30,0.8,Multimodal invasion,0.166666667
100,-1,30,0.8,No invasion,0.083333333
100,-1,30,0.9,Bulk invasion,0.583333333
100,-1,30,0.9,Multimodal invasion,0.416666667
100,-1,30,1,Bulk invasion,0.666666667
100,-1,30,1,Multimodal invasion,0.333333333
100,0,0,0,No invasion,1
100,0,0,0.1,No invasion,1
100,0,0,0.2,No invasion,1
100,0,0,0.3,No invasion,1
100,0,0,0.4,No invasion,1
100,0,0,0.5,No invasion,1
100,0,0,0.6,No invasion,1
100,0,0,0.7,No invasion,1
100,0,0,0.8,No invasion,1
100,0,0,0.9,No invasion,1
100,0,0,1,No invasion,1
100,0,3,0,No invasion,1
100,0,3,0.1,No invasion,1
100,0,3,0.2,No invasion,1
100,0,3,0.3,No invasion,1
100,0,3,0.4,No invasion,1
100,0,3,0.5,No invasion,1
100,0,3,0.6,No invasion,1
100,0,3,0.7,No invasion,1
100,0,3,0.8,No invasion,1
100,0,3,0.9,No invasion,1
100,0,3,1,No invasion,1
100,0,6,0,No invasion,1
100,0,6,0.1,No invasion,1
100,0,6,0.2,No invasion,1
100,0,6,0.3,No invasion,1
100,0,6,0.4,No invasion,1
100,0,6,0.5,No invasion,1
100,0,6,0.6,No invasion,1
100,0,6,0.7,No invasion,1
100,0,6,0.8,No invasion,1
100,0,6,0.9,No invasion,1
100,0,6,1,No invasion,1
100,0,9,0,No invasion,1
100,0,9,0.1,No invasion,1
100,0,9,0.2,No invasion,1
100,0,9,0.3,No invasion,1
100,0,9,0.4,No invasion,1
100,0,9,0.5,No invasion,1
100,0,9,0.6,No invasion,1
100,0,9,0.7,No invasion,1
100,0,9,0.8,Bulk invasion,0.083333333
100,0,9,0.8,No invasion,0.916666667
100,0,9,0.9,No invasion,1
100,0,9,1,No invasion,1
100,0,12,0,Bulk invasion,0.083333333
100,0,12,0,No invasion,0.916666667
100,0,12,0.1,Bulk invasion,0.083333333
100,0,12,0.1,No invasion,0.916666667
100,0,12,0.2,Bulk invasion,0.166666667
100,0,12,0.2,No invasion,0.833333333
100,0,12,0.3,Bulk invasion,0.083333333
100,0,12,0.3,No invasion,0.916666667
100,0,12,0.4,No invasion,1
100,0,12,0.5,Bulk invasion,0.083333333
100,0,12,0.5,No invasion,0.833333333
100,0,12,0.5,Single cell invasion,0.083333333
100,0,12,0.6,No invasion,1
100,0,12,0.7,Bulk invasion,0.083333333
100,0,12,0.7,No invasion,0.916666667
100,0,12,0.8,No invasion,0.916666667
100,0,12,0.8,Single cell invasion,0.083333333
100,0,12,0.9,No invasion,1
100,0,12,1,No invasion,1
100,0,15,0,Bulk invasion,0.166666667
100,0,15,0,Multimodal invasion,0.083333333
100,0,15,0,No invasion,0.75
100,0,15,0.1,Bulk invasion,0.083333333
100,0,15,0.1,No invasion,0.916666667
100,0,15,0.2,Bulk invasion,0.166666667
100,0,15,0.2,No invasion,0.666666667
100,0,15,0.2,Single cell invasion,0.166666667
100,0,15,0.3,Bulk invasion,0.25
100,0,15,0.3,No invasion,0.75
100,0,15,0.4,Bulk invasion,0.25
100,0,15,0.4,Multimodal invasion,0.083333333
100,0,15,0.4,No invasion,0.666666667
100,0,15,0.5,Bulk invasion,0.25
100,0,15,0.5,No invasion,0.666666667
100,0,15,0.5,Single cell invasion,0.083333333
100,0,15,0.6,Bulk invasion,0.083333333
100,0,15,0.6,No invasion,0.916666667
100,0,15,0.7,Bulk invasion,0.333333333
100,0,15,0.7,No invasion,0.583333333
100,0,15,0.7,Single cell invasion,0.083333333
100,0,15,0.8,Bulk invasion,0.166666667
100,0,15,0.8,No invasion,0.833333333
100,0,15,0.9,Bulk invasion,0.25
100,0,15,0.9,No invasion,0.75
100,0,15,1,Bulk invasion,0.166666667
100,0,15,1,No invasion,0.833333333
100,0,18,0,Bulk invasion,0.5
100,0,18,0,Multimodal invasion,0.083333333
100,0,18,0,No invasion,0.333333333
100,0,18,0,Single cell invasion,0.083333333
100,0,18,0.1,Bulk invasion,0.5
100,0,18,0.1,No invasion,0.333333333
100,0,18,0.1,Single cell invasion,0.166666667
100,0,18,0.2,Bulk invasion,0.25
100,0,18,0.2,Multimodal invasion,0.083333333
100,0,18,0.2,No invasion,0.5
100,0,18,0.2,Single cell invasion,0.166666667
100,0,18,0.3,Bulk invasion,0.583333333
100,0,18,0.3,Multimodal invasion,0.083333333
100,0,18,0.3,No invasion,0.25
100,0,18,0.3,Single cell invasion,0.083333333
100,0,18,0.4,Bulk invasion,0.166666667
100,0,18,0.4,Multimodal invasion,0.083333333
100,0,18,0.4,No invasion,0.75
100,0,18,0.5,Bulk invasion,0.583333333
100,0,18,0.5,No invasion,0.333333333
100,0,18,0.5,Single cell invasion,0.083333333
100,0,18,0.6,Bulk invasion,0.25
100,0,18,0.6,Multimodal invasion,0.166666667
100,0,18,0.6,No invasion,0.5
100,0,18,0.6,Single cell invasion,0.083333333
100,0,18,0.7,Bulk invasion,0.583333333
100,0,18,0.7,Multimodal invasion,0.083333333
100,0,18,0.7,No invasion,0.333333333
100,0,18,0.8,Bulk invasion,0.583333333
100,0,18,0.8,Multimodal invasion,0.083333333
100,0,18,0.8,No invasion,0.25
100,0,18,0.8,Single cell invasion,0.083333333
100,0,18,0.9,Bulk invasion,0.666666667
100,0,18,0.9,No invasion,0.333333333
100,0,18,1,Bulk invasion,0.333333333
100,0,18,1,No invasion,0.666666667
100,0,21,0,Bulk invasion,0.75
100,0,21,0,Multimodal invasion,0.083333333
100,0,21,0,No invasion,0.166666667
100,0,21,0.1,Bulk invasion,0.833333333
100,0,21,0.1,No invasion,0.166666667
100,0,21,0.2,Bulk invasion,0.666666667
100,0,21,0.2,Multimodal invasion,0.083333333
100,0,21,0.2,No invasion,0.166666667
100,0,21,0.2,Single cell invasion,0.083333333
100,0,21,0.3,Bulk invasion,0.583333333
100,0,21,0.3,Multimodal invasion,0.083333333
100,0,21,0.3,No invasion,0.25
100,0,21,0.3,Single cell invasion,0.083333333
100,0,21,0.4,Bulk invasion,0.666666667
100,0,21,0.4,Multimodal invasion,0.166666667
100,0,21,0.4,No invasion,0.166666667
100,0,21,0.5,Bulk invasion,0.5
100,0,21,0.5,Multimodal invasion,0.083333333
100,0,21,0.5,No invasion,0.333333333
100,0,21,0.5,Single cell invasion,0.083333333
100,0,21,0.6,Bulk invasion,0.416666667
100,0,21,0.6,Multimodal invasion,0.25
100,0,21,0.6,No invasion,0.25
100,0,21,0.6,Single cell invasion,0.083333333
100,0,21,0.7,Bulk invasion,0.75
100,0,21,0.7,Multimodal invasion,0.25
100,0,21,0.8,Bulk invasion,0.416666667
100,0,21,0.8,Multimodal invasion,0.25
100,0,21,0.8,No invasion,0.25
100,0,21,0.8,Single cell invasion,0.083333333
100,0,21,0.9,Bulk invasion,0.75
100,0,21,0.9,Multimodal invasion,0.083333333
100,0,21,0.9,No invasion,0.083333333
100,0,21,0.9,Single cell invasion,0.083333333
100,0,21,1,Bulk invasion,0.666666667
100,0,21,1,No invasion,0.333333333
100,0,24,0,Bulk invasion,0.583333333
100,0,24,0,Multimodal invasion,0.166666667
100,0,24,0,No invasion,0.166666667
100,0,24,0,Single cell invasion,0.083333333
100,0,24,0.1,Bulk invasion,0.666666667
100,0,24,0.1,Multimodal invasion,0.25
100,0,24,0.1,Single cell invasion,0.083333333
100,0,24,0.2,Bulk invasion,0.416666667
100,0,24,0.2,Multimodal invasion,0.416666667
100,0,24,0.2,No invasion,0.083333333
100,0,24,0.2,Single cell invasion,0.083333333
100,0,24,0.3,Bulk invasion,0.5
100,0,24,0.3,Multimodal invasion,0.416666667
100,0,24,0.3,Single cell invasion,0.083333333
100,0,24,0.4,Bulk invasion,0.75
100,0,24,0.4,Multimodal invasion,0.166666667
100,0,24,0.4,Single cell invasion,0.083333333
100,0,24,0.5,Bulk invasion,0.583333333
100,0,24,0.5,Multimodal invasion,0.333333333
100,0,24,0.5,No invasion,0.083333333
100,0,24,0.6,Bulk invasion,0.5
100,0,24,0.6,Multimodal invasion,0.333333333
100,0,24,0.6,No invasion,0.083333333
100,0,24,0.6,Single cell invasion,0.083333333
100,0,24,0.7,Bulk invasion,0.833333333
100,0,24,0.7,Multimodal invasion,0.166666667
100,0,24,0.8,Bulk invasion,0.583333333
100,0,24,0.8,Multimodal invasion,0.333333333
100,0,24,0.8,No invasion,0.083333333
100,0,24,0.9,Bulk invasion,0.75
100,0,24,0.9,Multimodal invasion,0.25
100,0,24,1,Bulk invasion,0.833333333
100,0,24,1,Multimodal invasion,0.166666667
100,0,27,0,Bulk invasion,0.333333333
100,0,27,0,Multimodal invasion,0.666666667
100,0,27,0.1,Bulk invasion,0.5
100,0,27,0.1,Multimodal invasion,0.5
100,0,27,0.2,Bulk invasion,0.583333333
100,0,27,0.2,Multimodal invasion,0.416666667
100,0,27,0.3,Bulk invasion,0.416666667
100,0,27,0.3,Multimodal invasion,0.5
100,0,27,0.3,No invasion,0.083333333
100,0,27,0.4,Bulk invasion,0.166666667
100,0,27,0.4,Multimodal invasion,0.833333333
100,0,27,0.5,Bulk invasion,0.416666667
100,0,27,0.5,Multimodal invasion,0.5
100,0,27,0.5,Single cell invasion,0.083333333
100,0,27,0.6,Bulk invasion,0.583333333
100,0,27,0.6,Multimodal invasion,0.333333333
100,0,27,0.6,No invasion,0.083333333
100,0,27,0.7,Bulk invasion,0.416666667
100,0,27,0.7,Multimodal invasion,0.333333333
100,0,27,0.7,No invasion,0.166666667
100,0,27,0.7,Single cell invasion,0.083333333
100,0,27,0.8,Bulk invasion,0.5
100,0,27,0.8,Multimodal invasion,0.333333333
100,0,27,0.8,No invasion,0.083333333
100,0,27,0.8,Single cell invasion,0.083333333
100,0,27,0.9,Bulk invasion,0.666666667
100,0,27,0.9,Multimodal invasion,0.333333333
100,0,27,1,Bulk invasion,0.25
100,0,27,1,Multimodal invasion,0.666666667
100,0,27,1,No invasion,0.083333333
100,0,30,0,Bulk invasion,0.416666667
100,0,30,0,Multimodal invasion,0.583333333
100,0,30,0.1,Bulk invasion,0.333333333
100,0,30,0.1,Multimodal invasion,0.583333333
100,0,30,0.1,Single cell invasion,0.083333333
100,0,30,0.2,Bulk invasion,0.25
100,0,30,0.2,Multimodal invasion,0.75
100,0,30,0.3,Bulk invasion,0.333333333
100,0,30,0.3,Multimodal invasion,0.666666667
100,0,30,0.4,Bulk invasion,0.25
100,0,30,0.4,Multimodal invasion,0.75
100,0,30,0.5,Bulk invasion,0.333333333
100,0,30,0.5,Multimodal invasion,0.583333333
100,0,30,0.5,Single cell invasion,0.083333333
100,0,30,0.6,Bulk invasion,0.333333333
100,0,30,0.6,Multimodal invasion,0.666666667
100,0,30,0.7,Bulk invasion,0.25
100,0,30,0.7,Multimodal invasion,0.583333333
100,0,30,0.7,Single cell invasion,0.166666667
100,0,30,0.8,Bulk invasion,0.25
100,0,30,0.8,Multimodal invasion,0.75
100,0,30,0.9,Bulk invasion,0.416666667
100,0,30,0.9,Multimodal invasion,0.5
100,0,30,0.9,No invasion,0.083333333
100,0,30,1,Bulk invasion,0.333333333
100,0,30,1,Multimodal invasion,0.666666667
100,1,0,0,No invasion,1
100,1,0,0.1,No invasion,1
100,1,0,0.2,No invasion,1
100,1,0,0.3,No invasion,1
100,1,0,0.4,No invasion,1
100,1,0,0.5,No invasion,1
100,1,0,0.6,No invasion,1
100,1,0,0.7,No invasion,1
100,1,0,0.8,No invasion,1
100,1,0,0.9,No invasion,1
100,1,0,1,No invasion,1
100,1,3,0,No invasion,1
100,1,3,0.1,No invasion,1
100,1,3,0.2,No invasion,1
100,1,3,0.3,No invasion,1
100,1,3,0.4,No invasion,1
100,1,3,0.5,No invasion,1
100,1,3,0.6,No invasion,1
100,1,3,0.7,No invasion,1
100,1,3,0.8,No invasion,1
100,1,3,0.9,No invasion,1
100,1,3,1,No invasion,1
100,1,6,0,Bulk invasion,0.083333333
100,1,6,0,No invasion,0.916666667
100,1,6,0.1,No invasion,1
100,1,6,0.2,No invasion,1
100,1,6,0.3,No invasion,1
100,1,6,0.4,No invasion,1
100,1,6,0.5,No invasion,1
100,1,6,0.6,No invasion,1
100,1,6,0.7,No invasion,1
100,1,6,0.8,No invasion,1
100,1,6,0.9,No invasion,1
100,1,6,1,No invasion,1
100,1,9,0,No invasion,1
100,1,9,0.1,No invasion,0.916666667
100,1,9,0.1,Single cell invasion,0.083333333
100,1,9,0.2,No invasion,0.916666667
100,1,9,0.2,Single cell invasion,0.083333333
100,1,9,0.3,Bulk invasion,0.083333333
100,1,9,0.3,No invasion,0.833333333
100,1,9,0.3,Single cell invasion,0.083333333
100,1,9,0.4,No invasion,1
100,1,9,0.5,No invasion,1
100,1,9,0.6,Bulk invasion,0.083333333
100,1,9,0.6,No invasion,0.833333333
100,1,9,0.6,Single cell invasion,0.083333333
100,1,9,0.7,No invasion,1
100,1,9,0.8,No invasion,1
100,1,9,0.9,No invasion,0.833333333
100,1,9,0.9,Single cell invasion,0.166666667
